DATE,MATCHUP,BET_SIGNAL,VEGAS_SPREAD,SPREAD_EDGE,MODEL_PRED,PRED_MARGIN,BOOK,ODDS,UNITS,MARKET,GAME_TIME
2026-04-02,Minnesota Twins @ Kansas City Royals,BET (MIN) ML (+136) [HIGH CONFIDENCE],+136,+1657.0%,5720.0% (model) vs 4070.0% (book),1650.0,FANDUEL,+136,3,ML,2:10 PM ET
2026-04-02,New York Mets @ San Francisco Giants,BET (NYM) ML (-124) [HIGH CONFIDENCE],-124,+1653.0%,6980.0% (model) vs 5330.0% (book),1650.0,FANDUEL,-124,3,ML,9:45 PM ET
