game_id,commence_time,snapshot_time,home_team,away_team,sport_key,sport_title,fa_ml_home,fa_ml_away,be_ml_home,be_ml_away,be_total_line,be_total_over_price,be_total_under_price,opening_fd_home_ml,closing_fd_home_ml,opening_pinnacle_ml_home_x,opening_pinnacle_spread_home_line_x,opening_pinnacle_total_line_x,closing_pinnacle_ml_home,closing_pinnacle_spread_home_line,closing_pinnacle_total_line,pinnacle_ml_home_movement,pinnacle_spread_home_line_movement,pinnacle_total_line_movement,opening_pinnacle_ml_home_y,opening_pinnacle_spread_home_line_y,opening_pinnacle_total_line_y,pi_spread_home_line,pi_spread_home_price,pi_spread_away_line,pi_spread_away_price,pi_total_line,pi_total_over_price,pi_total_under_price,pi_ml_home,pi_ml_away,opening_pinnacle_ml_home,opening_pinnacle_spread_home_line,opening_pinnacle_total_line
eb898cc43927a1be0c1c1f091da52f4d,2021-04-01T17:05:00Z,2021-04-01T16:55:00Z,New York Yankees,Toronto Blue Jays,baseball_mlb,MLB,-192.0,162.0,-185.0,165.0,8.0,-110.0,-110.0,-192.0,-192.0,-182.0,-1.5,8.0,-182.0,-1.5,8.0,0.0,0.0,0.0,-182.0,-1.5,8.0,-1.5,105.0,1.5,-116.0,8.0,-109.0,-103.0,-182.0,167.0,-182.0,-1.5,8.0
5ef73c50c8c6d98ca5571ea4c4e9b5b7,2021-04-01T17:10:00Z,2021-04-01T16:55:00Z,Detroit Tigers,Cleveland Indians,baseball_mlb,MLB,142.0,-167.0,165.0,-189.0,7.5,-105.0,-115.0,142.0,142.0,159.0,1.5,7.5,159.0,1.5,7.5,0.0,0.0,0.0,159.0,1.5,7.5,1.5,101.0,-1.5,-112.0,7.5,-102.0,-110.0,159.0,-175.0,159.0,1.5,7.5
9204ed4b0cc075f041db9a4e332b9db4,2021-04-01T18:10:00Z,2021-04-01T16:55:00Z,Milwaukee Brewers,Minnesota Twins,baseball_mlb,MLB,-120.0,102.0,-110.0,100.0,7.5,-110.0,-110.0,-120.0,-120.0,-105.0,1.5,7.5,-105.0,1.5,7.5,0.0,0.0,0.0,-105.0,1.5,7.5,1.5,-179.0,-1.5,159.0,7.5,-101.0,-111.0,-105.0,-103.0,-105.0,1.5,7.5
9e97c14ee897e282b52eb3ec127b9adc,2021-04-01T18:20:00Z,2021-04-01T16:55:00Z,Chicago Cubs,Pittsburgh Pirates,baseball_mlb,MLB,-227.0,188.0,-200.0,185.0,7.0,-110.0,-110.0,-227.0,-227.0,-204.0,-1.5,6.5,-204.0,-1.5,6.5,0.0,0.0,0.0,-204.0,-1.5,6.5,-1.5,108.0,1.5,-119.0,6.5,-119.0,106.0,-204.0,187.0,-204.0,-1.5,6.5
083f3aaa7b83b33f02a46a644b5276c9,2021-04-01T19:05:00Z,2021-04-01T16:55:00Z,Philadelphia Phillies,Atlanta Braves,baseball_mlb,MLB,-130.0,110.0,-115.0,105.0,7.0,-120.0,100.0,-130.0,-130.0,-116.0,-1.5,7.5,-116.0,-1.5,7.5,0.0,0.0,0.0,-116.0,-1.5,7.5,-1.5,187.0,1.5,-213.0,7.5,106.0,-119.0,-116.0,107.0,-116.0,-1.5,7.5
b0b9ae9c23f344cef0b44243c5ddcc91,2021-04-01T20:10:00Z,2021-04-01T16:55:00Z,San Diego Padres,Arizona Diamondbacks,baseball_mlb,MLB,-270.0,220.0,-250.0,210.0,8.0,-115.0,-105.0,-270.0,-270.0,-233.0,-1.5,8.5,-233.0,-1.5,8.5,0.0,0.0,0.0,-233.0,-1.5,8.5,-1.5,-118.0,1.5,106.0,8.5,101.0,-114.0,-233.0,209.0,-233.0,-1.5,8.5
ff7b57cadf3497fd3a93f988f615ddf3,2021-04-01T20:10:00Z,2021-04-01T16:55:00Z,Colorado Rockies,Los Angeles Dodgers,baseball_mlb,MLB,184.0,-222.0,195.0,-227.0,11.0,-115.0,-105.0,184.0,184.0,192.0,1.5,11.0,192.0,1.5,11.0,0.0,0.0,0.0,192.0,1.5,11.0,1.5,127.0,-1.5,-141.0,11.0,-109.0,-103.0,192.0,-208.0,192.0,1.5,11.0
36d9176ecd7bf5bebcd1ddd779e40cf0,2021-04-01T20:10:00Z,2021-04-01T16:55:00Z,Miami Marlins,Tampa Bay Rays,baseball_mlb,MLB,132.0,-156.0,130.0,-145.0,7.5,100.0,-120.0,132.0,132.0,133.0,1.5,7.0,133.0,1.5,7.0,0.0,0.0,0.0,133.0,1.5,7.0,1.5,-133.0,-1.5,120.0,7.0,-120.0,107.0,133.0,-145.0,133.0,1.5,7.0
b0537b313c92bc74b7c8fe0dd7e36271,2021-04-01T20:10:00Z,2021-04-01T16:55:00Z,Kansas City Royals,Texas Rangers,baseball_mlb,MLB,-161.0,136.0,-161.0,145.0,8.5,-110.0,-110.0,-161.0,-161.0,-152.0,-1.5,8.5,-152.0,-1.5,8.5,0.0,0.0,0.0,-152.0,-1.5,8.5,-1.5,129.0,1.5,-143.0,8.5,-105.0,-108.0,-152.0,140.0,-152.0,-1.5,8.5
fa7f8583e45c629772603f6000d248b4,2021-04-01T20:10:00Z,2021-04-01T16:55:00Z,Cincinnati Reds,St. Louis Cardinals,baseball_mlb,MLB,-118.0,100.0,-115.0,105.0,7.5,100.0,-120.0,-118.0,-118.0,-116.0,-1.5,7.0,-116.0,-1.5,7.0,0.0,0.0,0.0,-116.0,-1.5,7.0,-1.5,179.0,1.5,-200.0,7.0,-116.0,103.0,-116.0,107.0,-116.0,-1.5,7.0
064e07cfc38291b7fe00d90eff5d6b38,2021-04-01T23:08:00Z,2021-04-01T16:55:00Z,Washington Nationals,New York Mets,baseball_mlb,MLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abf548d5fc0e755984d8602456e3258b,2021-04-02T02:05:00Z,2021-04-01T16:55:00Z,Los Angeles Angels,Chicago White Sox,baseball_mlb,MLB,102.0,-120.0,105.0,-115.0,8.0,-110.0,-110.0,102.0,102.0,105.0,1.5,8.0,105.0,1.5,8.0,0.0,0.0,0.0,105.0,1.5,8.0,1.5,-156.0,-1.5,140.0,8.0,-112.0,-101.0,105.0,-114.0,105.0,1.5,8.0
4e110533c3c74dccb4d92dfd40592bf0,2021-04-02T02:07:00Z,2021-04-01T16:55:00Z,Oakland Athletics,Houston Astros,baseball_mlb,MLB,-106.0,-110.0,-105.0,-105.0,8.0,-115.0,-105.0,-106.0,-106.0,100.0,-1.5,8.5,100.0,-1.5,8.5,0.0,0.0,0.0,100.0,-1.5,8.5,-1.5,189.0,1.5,-213.0,8.5,100.0,-112.0,100.0,-108.0,100.0,-1.5,8.5
e8756307c58a3acc443bd1813c55f5b1,2021-04-02T02:10:00Z,2021-04-01T16:55:00Z,Seattle Mariners,San Francisco Giants,baseball_mlb,MLB,100.0,-118.0,-105.0,-105.0,8.0,-115.0,-105.0,100.0,100.0,105.0,1.5,8.0,105.0,1.5,8.0,0.0,0.0,0.0,105.0,1.5,8.0,1.5,-156.0,-1.5,140.0,8.0,-106.0,-106.0,105.0,-114.0,105.0,1.5,8.0
d701cd061bb88163e4b2d64b5ffc3e35,2021-04-01T18:10:00Z,2021-04-02T16:55:00Z,Boston Red Sox,Baltimore Orioles,baseball_mlb,MLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0b9ae9c23f344cef0b44243c5ddcc91,2021-04-01T20:11:47Z,2021-04-02T16:55:00Z,San Diego Padres,Arizona Diamondbacks,baseball_mlb,MLB,,,,,,,,-270.0,-270.0,-233.0,-1.5,8.5,-233.0,-1.5,8.5,0.0,0.0,0.0,-233.0,-1.5,8.5,,,,,,,,,,-233.0,-1.5,8.5
ff7b57cadf3497fd3a93f988f615ddf3,2021-04-01T20:10:24Z,2021-04-02T16:55:00Z,Colorado Rockies,Los Angeles Dodgers,baseball_mlb,MLB,,,,,,,,184.0,184.0,192.0,1.5,11.0,192.0,1.5,11.0,0.0,0.0,0.0,192.0,1.5,11.0,,,,,,,,,,192.0,1.5,11.0
36d9176ecd7bf5bebcd1ddd779e40cf0,2021-04-01T20:10:00Z,2021-04-02T16:55:00Z,Miami Marlins,Tampa Bay Rays,baseball_mlb,MLB,,,,,,,,132.0,132.0,133.0,1.5,7.0,133.0,1.5,7.0,0.0,0.0,0.0,133.0,1.5,7.0,,,,,,,,,,133.0,1.5,7.0
abf548d5fc0e755984d8602456e3258b,2021-04-02T02:05:00Z,2021-04-02T16:55:00Z,Los Angeles Angels,Chicago White Sox,baseball_mlb,MLB,,,,,,,,102.0,102.0,105.0,1.5,8.0,105.0,1.5,8.0,0.0,0.0,0.0,105.0,1.5,8.0,,,,,,,,,,105.0,1.5,8.0
e8756307c58a3acc443bd1813c55f5b1,2021-04-02T02:10:00Z,2021-04-02T16:55:00Z,Seattle Mariners,San Francisco Giants,baseball_mlb,MLB,,,,,,,,100.0,100.0,105.0,1.5,8.0,105.0,1.5,8.0,0.0,0.0,0.0,105.0,1.5,8.0,,,,,,,,,,105.0,1.5,8.0
4e110533c3c74dccb4d92dfd40592bf0,2021-04-02T02:07:51Z,2021-04-02T16:55:00Z,Oakland Athletics,Houston Astros,baseball_mlb,MLB,,,,,,,,-106.0,-106.0,100.0,-1.5,8.5,100.0,-1.5,8.5,0.0,0.0,0.0,100.0,-1.5,8.5,,,,,,,,,,100.0,-1.5,8.5
14aeb31ae17361dec36b3924f7dc81ee,2021-04-02T23:10:00Z,2021-04-02T16:55:00Z,Miami Marlins,Tampa Bay Rays,baseball_mlb,MLB,-104.0,-112.0,-115.0,-105.0,7.5,-110.0,-110.0,-104.0,-104.0,-101.0,-1.5,7.5,-101.0,-1.5,7.5,0.0,0.0,0.0,-101.0,-1.5,7.5,-1.5,206.0,1.5,-233.0,7.5,108.0,-120.0,-101.0,-108.0,-101.0,-1.5,7.5
56b5c88890c67259b5585cf1e36a562c,2021-04-03T00:40:00Z,2021-04-02T16:55:00Z,Colorado Rockies,Los Angeles Dodgers,baseball_mlb,MLB,210.0,-256.0,220.0,-278.0,11.5,-115.0,-105.0,210.0,210.0,218.0,1.5,12.0,218.0,1.5,12.0,0.0,0.0,0.0,218.0,1.5,12.0,1.5,144.0,-1.5,-161.0,12.0,-102.0,-111.0,218.0,-244.0,218.0,1.5,12.0
a21b639fc83bdea75fbab547ea5ec396,2021-04-03T02:10:00Z,2021-04-02T16:55:00Z,San Diego Padres,Arizona Diamondbacks,baseball_mlb,MLB,-213.0,180.0,-227.0,180.0,8.0,-115.0,-105.0,-213.0,-213.0,-208.0,-1.5,8.0,-208.0,-1.5,8.0,0.0,0.0,0.0,-208.0,-1.5,8.0,-1.5,-105.0,1.5,-105.0,8.0,-114.0,100.0,-208.0,189.0,-208.0,-1.5,8.0
330d7b825e513204a340a38586b1e90c,2021-04-02T18:10:00Z,2021-04-02T16:55:00Z,Boston Red Sox,Baltimore Orioles,baseball_mlb,MLB,-175.0,148.0,-185.0,150.0,9.5,-110.0,-110.0,-175.0,-175.0,-179.0,-1.5,9.5,-179.0,-1.5,9.5,0.0,0.0,0.0,-179.0,-1.5,9.5,-1.5,105.0,1.5,-116.0,9.5,-103.0,-109.0,-179.0,162.0,-179.0,-1.5,9.5
b003460f3d339bf85de208fb0cb2136c,2021-04-03T01:39:00Z,2021-04-02T16:55:00Z,Los Angeles Angels,Chicago White Sox,baseball_mlb,MLB,-112.0,-104.0,-130.0,105.0,8.5,-110.0,-110.0,-112.0,-112.0,-114.0,-1.5,9.0,-114.0,-1.5,9.0,0.0,0.0,0.0,-114.0,-1.5,9.0,-1.5,174.0,1.5,-196.0,9.0,106.0,-119.0,-114.0,105.0,-114.0,-1.5,9.0
5b1dfa94e0da2a011da2951d15242d0d,2021-04-03T01:41:00Z,2021-04-02T16:55:00Z,Oakland Athletics,Houston Astros,baseball_mlb,MLB,-139.0,118.0,-141.0,115.0,8.0,-115.0,-105.0,-139.0,-139.0,-127.0,-1.5,8.5,-127.0,-1.5,8.5,0.0,0.0,0.0,-127.0,-1.5,8.5,-1.5,155.0,1.5,-172.0,8.5,-106.0,-106.0,-127.0,116.0,-127.0,-1.5,8.5
c74b0b844ed289d128adec7d2f51436b,2021-04-03T02:10:00Z,2021-04-02T16:55:00Z,Seattle Mariners,San Francisco Giants,baseball_mlb,MLB,-127.0,108.0,-130.0,105.0,8.5,-105.0,-115.0,-127.0,-127.0,-115.0,-1.5,8.5,-115.0,-1.5,8.5,0.0,0.0,0.0,-115.0,-1.5,8.5,-1.5,165.0,1.5,-185.0,8.5,-103.0,-109.0,-115.0,106.0,-115.0,-1.5,8.5
14aeb31ae17361dec36b3924f7dc81ee,2021-04-02T23:10:00Z,2021-04-03T16:55:00Z,Miami Marlins,Tampa Bay Rays,baseball_mlb,MLB,,,,,,,,-104.0,-104.0,-101.0,-1.5,7.5,-101.0,-1.5,7.5,0.0,0.0,0.0,-101.0,-1.5,7.5,,,,,,,,,,-101.0,-1.5,7.5
56b5c88890c67259b5585cf1e36a562c,2021-04-03T00:43:24Z,2021-04-03T16:55:00Z,Colorado Rockies,Los Angeles Dodgers,baseball_mlb,MLB,,,,,,,,210.0,210.0,218.0,1.5,12.0,218.0,1.5,12.0,0.0,0.0,0.0,218.0,1.5,12.0,,,,,,,,,,218.0,1.5,12.0
a21b639fc83bdea75fbab547ea5ec396,2021-04-03T02:10:00Z,2021-04-03T16:55:00Z,San Diego Padres,Arizona Diamondbacks,baseball_mlb,MLB,,,,,,,,-213.0,-213.0,-208.0,-1.5,8.0,-208.0,-1.5,8.0,0.0,0.0,0.0,-208.0,-1.5,8.0,,,,,,,,,,-208.0,-1.5,8.0
b003460f3d339bf85de208fb0cb2136c,2021-04-03T01:38:00Z,2021-04-03T16:55:00Z,Los Angeles Angels,Chicago White Sox,baseball_mlb,MLB,,,,,,,,-112.0,-112.0,-114.0,-1.5,9.0,-114.0,-1.5,9.0,0.0,0.0,0.0,-114.0,-1.5,9.0,,,,,,,,,,-114.0,-1.5,9.0
5b1dfa94e0da2a011da2951d15242d0d,2021-04-03T01:40:50Z,2021-04-03T16:55:00Z,Oakland Athletics,Houston Astros,baseball_mlb,MLB,,,,,,,,-139.0,-139.0,-127.0,-1.5,8.5,-127.0,-1.5,8.5,0.0,0.0,0.0,-127.0,-1.5,8.5,,,,,,,,,,-127.0,-1.5,8.5
c74b0b844ed289d128adec7d2f51436b,2021-04-03T02:10:00Z,2021-04-03T16:55:00Z,Seattle Mariners,San Francisco Giants,baseball_mlb,MLB,,,,,,,,-127.0,-127.0,-115.0,-1.5,8.5,-115.0,-1.5,8.5,0.0,0.0,0.0,-115.0,-1.5,8.5,,,,,,,,,,-115.0,-1.5,8.5
d1230369251998878ee76a349eb3c5f5,2021-04-03T20:06:00Z,2021-04-03T16:55:00Z,Philadelphia Phillies,Atlanta Braves,baseball_mlb,MLB,-102.0,-116.0,-110.0,-110.0,8.0,-105.0,-115.0,-102.0,-102.0,101.0,1.5,8.0,101.0,1.5,8.0,0.0,0.0,0.0,101.0,1.5,8.0,1.5,-169.0,-1.5,152.0,8.0,-108.0,-105.0,101.0,-109.0,101.0,1.5,8.0
3a03a2d52e6133b0b4eee97fd3a17807,2021-04-03T18:21:00Z,2021-04-03T16:55:00Z,Chicago Cubs,Pittsburgh Pirates,baseball_mlb,MLB,-167.0,142.0,-161.0,135.0,11.0,-115.0,-105.0,-167.0,-167.0,-161.0,-1.5,11.0,-161.0,-1.5,11.0,0.0,0.0,0.0,-161.0,-1.5,11.0,-1.5,121.0,1.5,-133.0,11.0,-109.0,-104.0,-161.0,148.0,-161.0,-1.5,11.0
69282c30fdbd5575564e64623454672b,2021-04-03T20:11:00Z,2021-04-03T16:55:00Z,Cincinnati Reds,St. Louis Cardinals,baseball_mlb,MLB,-122.0,104.0,-115.0,-105.0,9.0,-105.0,-115.0,-122.0,-122.0,-114.0,-1.5,9.0,-114.0,-1.5,9.0,0.0,0.0,0.0,-114.0,-1.5,9.0,-1.5,174.0,1.5,-196.0,9.0,-103.0,-109.0,-114.0,105.0,-114.0,-1.5,9.0
a005ea01c1a0b01d9a7ad345472b3b2f,2021-04-03T22:11:00Z,2021-04-03T16:55:00Z,Miami Marlins,Tampa Bay Rays,baseball_mlb,MLB,102.0,-120.0,105.0,-125.0,8.0,-105.0,-115.0,102.0,102.0,-102.0,1.5,7.5,-102.0,1.5,7.5,0.0,0.0,0.0,-102.0,1.5,7.5,1.5,-169.0,-1.5,152.0,7.5,-111.0,-101.0,-102.0,-106.0,-102.0,1.5,7.5
a9727c668f48755f65efbdd811cb3aaf,2021-04-03T23:11:00Z,2021-04-03T16:55:00Z,Milwaukee Brewers,Minnesota Twins,baseball_mlb,MLB,-132.0,112.0,-135.0,110.0,7.5,-115.0,-105.0,-132.0,-132.0,-132.0,-1.5,7.5,-132.0,-1.5,7.5,0.0,0.0,0.0,-132.0,-1.5,7.5,-1.5,154.0,1.5,-172.0,7.5,-102.0,-110.0,-132.0,121.0,-132.0,-1.5,7.5
77b1578f58fe5a2e0cde68d8c126c2b2,2021-04-03T17:11:00Z,2021-04-03T16:55:00Z,Boston Red Sox,Baltimore Orioles,baseball_mlb,MLB,-175.0,146.0,-175.0,145.0,10.0,-115.0,-105.0,-175.0,-175.0,-167.0,-1.5,10.0,-167.0,-1.5,10.0,0.0,0.0,0.0,-167.0,-1.5,10.0,-1.5,106.0,1.5,-118.0,10.0,-108.0,-105.0,-167.0,153.0,-167.0,-1.5,10.0
a848507c7e80aa4b8b74f7d15b4eb989,2021-04-03T17:06:00Z,2021-04-03T16:55:00Z,New York Yankees,Toronto Blue Jays,baseball_mlb,MLB,-167.0,142.0,-164.0,140.0,9.0,-120.0,100.0,-167.0,-167.0,-161.0,-1.5,9.5,-161.0,-1.5,9.5,0.0,0.0,0.0,-161.0,-1.5,9.5,-1.5,113.0,1.5,-125.0,9.5,-101.0,-112.0,-161.0,147.0,-161.0,-1.5,9.5
ba42f6328b12da56e76643b1435821a1,2021-04-04T01:08:00Z,2021-04-03T16:55:00Z,Los Angeles Angels,Chicago White Sox,baseball_mlb,MLB,108.0,-127.0,105.0,-130.0,9.0,-105.0,-115.0,108.0,108.0,112.0,1.5,9.0,112.0,1.5,9.0,0.0,0.0,0.0,112.0,1.5,9.0,1.5,-145.0,-1.5,130.0,9.0,-108.0,-104.0,112.0,-120.0,112.0,1.5,9.0
9d353f6c672eafdd204cd57186b4f4c8,2021-04-03T20:07:00Z,2021-04-03T16:55:00Z,Oakland Athletics,Houston Astros,baseball_mlb,MLB,122.0,-145.0,105.0,-130.0,9.0,-105.0,-115.0,122.0,122.0,125.0,1.5,9.0,125.0,1.5,9.0,0.0,0.0,0.0,125.0,1.5,9.0,1.5,-128.0,-1.5,116.0,9.0,104.0,-116.0,125.0,-135.0,125.0,1.5,9.0
7882d859d8390d3525c738a69d337afe,2021-04-04T00:41:00Z,2021-04-03T16:55:00Z,San Diego Padres,Arizona Diamondbacks,baseball_mlb,MLB,-227.0,188.0,-200.0,170.0,8.5,-110.0,-110.0,-227.0,-227.0,-208.0,-1.5,8.5,-208.0,-1.5,8.5,0.0,0.0,0.0,-208.0,-1.5,8.5,-1.5,-102.0,1.5,-108.0,8.5,-106.0,-106.0,-208.0,189.0,-208.0,-1.5,8.5
779a3e6f3ddec9f3e20c0bdc1f76be89,2021-04-04T01:11:00Z,2021-04-03T16:55:00Z,Seattle Mariners,San Francisco Giants,baseball_mlb,MLB,-102.0,-116.0,100.0,-120.0,8.5,-115.0,-105.0,-102.0,-102.0,105.0,1.5,8.5,105.0,1.5,8.5,0.0,0.0,0.0,105.0,1.5,8.5,1.5,-152.0,-1.5,136.0,8.5,-114.0,102.0,105.0,-114.0,105.0,1.5,8.5
c98c5178ceb617172e7255b5400af0b8,2021-04-04T00:11:00Z,2021-04-03T16:55:00Z,Colorado Rockies,Los Angeles Dodgers,baseball_mlb,MLB,205.0,-250.0,190.0,-250.0,11.5,-115.0,-105.0,205.0,205.0,222.0,1.5,12.0,222.0,1.5,12.0,0.0,0.0,0.0,222.0,1.5,12.0,1.5,145.0,-1.5,-161.0,12.0,101.0,-114.0,222.0,-250.0,222.0,1.5,12.0
ab2bb467294332d23ead4a29dac757de,2021-04-03T17:11:00Z,2021-04-03T16:55:00Z,Detroit Tigers,Cleveland Indians,baseball_mlb,MLB,136.0,-161.0,145.0,-175.0,8.0,-115.0,-105.0,136.0,136.0,147.0,1.5,8.0,147.0,1.5,8.0,0.0,0.0,0.0,147.0,1.5,8.0,1.5,-108.0,-1.5,-103.0,8.0,-110.0,-103.0,147.0,-161.0,147.0,1.5,8.0
1a0df1aad98ae3cfaa9bf46d38ca5f6d,2021-04-03T18:10:00Z,2021-04-03T16:55:00Z,Kansas City Royals,Texas Rangers,baseball_mlb,MLB,-175.0,144.0,-175.0,145.0,9.5,-105.0,-115.0,-175.0,-175.0,-159.0,-1.5,9.5,-159.0,-1.5,9.5,0.0,0.0,0.0,-159.0,-1.5,9.5,-1.5,115.0,1.5,-127.0,9.5,103.0,-116.0,-159.0,146.0,-159.0,-1.5,9.5
9d353f6c672eafdd204cd57186b4f4c8,2021-04-03T20:07:00Z,2021-04-04T16:55:00Z,Oakland Athletics,Houston Astros,baseball_mlb,MLB,,,,,,,,122.0,122.0,125.0,1.5,9.0,125.0,1.5,9.0,0.0,0.0,0.0,125.0,1.5,9.0,,,,,,,,,,125.0,1.5,9.0
7882d859d8390d3525c738a69d337afe,2021-04-04T00:40:00Z,2021-04-04T16:55:00Z,San Diego Padres,Arizona Diamondbacks,baseball_mlb,MLB,,,,,,,,-227.0,-227.0,-208.0,-1.5,8.5,-208.0,-1.5,8.5,0.0,0.0,0.0,-208.0,-1.5,8.5,,,,,,,,,,-208.0,-1.5,8.5
c98c5178ceb617172e7255b5400af0b8,2021-04-04T00:10:00Z,2021-04-04T16:55:00Z,Colorado Rockies,Los Angeles Dodgers,baseball_mlb,MLB,,,,,,,,205.0,205.0,222.0,1.5,12.0,222.0,1.5,12.0,0.0,0.0,0.0,222.0,1.5,12.0,,,,,,,,,,222.0,1.5,12.0
4cb485050cdeeb4d19901c310d64b872,2021-04-05T00:37:00Z,2021-04-04T16:55:00Z,Los Angeles Angels,Chicago White Sox,baseball_mlb,MLB,-130.0,110.0,-135.0,110.0,9.0,-120.0,100.0,-130.0,-130.0,-123.0,-1.5,9.5,-123.0,-1.5,9.5,0.0,0.0,0.0,-123.0,-1.5,9.5,-1.5,151.0,1.5,-167.0,9.5,100.0,-114.0,-123.0,115.0,-123.0,-1.5,9.5
fc23fe52611ae0f861f6da6515c1a29a,2021-04-04T20:11:00Z,2021-04-04T16:55:00Z,San Diego Padres,Arizona Diamondbacks,baseball_mlb,MLB,-213.0,180.0,-227.0,180.0,9.0,-115.0,-105.0,-213.0,-213.0,-200.0,-1.5,9.0,-200.0,-1.5,9.0,0.0,0.0,0.0,-200.0,-1.5,9.0,-1.5,-106.0,1.5,-104.0,9.0,-104.0,-108.0,-200.0,181.0,-200.0,-1.5,9.0
8e12f067d8c960a68fa5dc995027746d,2021-04-04T20:08:00Z,2021-04-04T16:55:00Z,Oakland Athletics,Houston Astros,baseball_mlb,MLB,-110.0,-106.0,-115.0,-105.0,8.5,-110.0,-110.0,-110.0,-110.0,-108.0,-1.5,8.5,-108.0,-1.5,8.5,0.0,0.0,0.0,-108.0,-1.5,8.5,-1.5,171.0,1.5,-192.0,8.5,-119.0,106.0,-108.0,-101.0,-108.0,-1.5,8.5
de8966b44f6a1480e2f0c3460fe61193,2021-04-04T19:11:00Z,2021-04-04T16:55:00Z,Colorado Rockies,Los Angeles Dodgers,baseball_mlb,MLB,162.0,-192.0,190.0,-250.0,11.5,-110.0,-110.0,162.0,162.0,188.0,1.5,12.0,188.0,1.5,12.0,0.0,0.0,0.0,188.0,1.5,12.0,1.5,123.0,-1.5,-135.0,12.0,-101.0,-111.0,188.0,-208.0,188.0,1.5,12.0
00170e713be9b44841ea19630efbb89a,2021-04-04T18:11:00Z,2021-04-04T16:55:00Z,Milwaukee Brewers,Minnesota Twins,baseball_mlb,MLB,-108.0,-108.0,-105.0,-115.0,8.0,-110.0,-110.0,-108.0,-108.0,-106.0,1.5,8.0,-106.0,1.5,8.0,0.0,0.0,0.0,-106.0,1.5,8.0,1.5,-175.0,-1.5,157.0,8.0,-106.0,-106.0,-106.0,-102.0,-106.0,1.5,8.0
2a5e85327d31b76549d2f484ff522c81,2021-04-04T18:21:00Z,2021-04-04T16:55:00Z,Chicago Cubs,Pittsburgh Pirates,baseball_mlb,MLB,-189.0,160.0,-185.0,150.0,,,,-189.0,-189.0,-179.0,-1.5,8.5,-179.0,-1.5,8.5,0.0,0.0,0.0,-179.0,-1.5,8.5,-1.5,114.0,1.5,-127.0,8.5,-106.0,-106.0,-179.0,164.0,-179.0,-1.5,8.5
47f658730f51858162e33f873f93e6ea,2021-04-04T17:11:00Z,2021-04-04T16:55:00Z,Boston Red Sox,Baltimore Orioles,baseball_mlb,MLB,-179.0,150.0,-185.0,150.0,9.5,-115.0,-105.0,-179.0,-179.0,-161.0,-1.5,9.5,-161.0,-1.5,9.5,0.0,0.0,0.0,-161.0,-1.5,9.5,-1.5,113.0,1.5,-125.0,9.5,-108.0,-105.0,-161.0,148.0,-161.0,-1.5,9.5
3512fe50a9cc5fb41d8b9f2f81a35178,2021-04-04T18:11:00Z,2021-04-04T16:55:00Z,Kansas City Royals,Texas Rangers,baseball_mlb,MLB,-189.0,160.0,-185.0,150.0,9.5,-115.0,-105.0,-189.0,-189.0,-169.0,-1.5,10.0,-169.0,-1.5,10.0,0.0,0.0,0.0,-169.0,-1.5,10.0,-1.5,105.0,1.5,-116.0,10.0,-102.0,-111.0,-169.0,155.0,-169.0,-1.5,10.0
52e8a2f6646d78fd9aa1765e2819e322,2021-04-04T17:06:00Z,2021-04-04T16:55:00Z,Philadelphia Phillies,Atlanta Braves,baseball_mlb,MLB,100.0,-118.0,100.0,-120.0,8.0,-115.0,-105.0,100.0,100.0,106.0,1.5,8.5,106.0,1.5,8.5,0.0,0.0,0.0,106.0,1.5,8.5,1.5,-154.0,-1.5,139.0,8.5,-103.0,-109.0,106.0,-115.0,106.0,1.5,8.5
248d038815207e1e00edd1ef7e1d556b,2021-04-04T17:06:00Z,2021-04-04T16:55:00Z,New York Yankees,Toronto Blue Jays,baseball_mlb,MLB,-185.0,154.0,-189.0,155.0,9.5,-105.0,-115.0,-185.0,-185.0,-179.0,-1.5,9.5,-179.0,-1.5,9.5,0.0,0.0,0.0,-179.0,-1.5,9.5,-1.5,109.0,1.5,-120.0,9.5,-108.0,-105.0,-179.0,163.0,-179.0,-1.5,9.5
d74643d540c4a54b4a8f997602877744,2021-04-04T17:11:00Z,2021-04-04T16:55:00Z,Cincinnati Reds,St. Louis Cardinals,baseball_mlb,MLB,-102.0,-116.0,-105.0,-115.0,10.0,-110.0,-110.0,-102.0,-102.0,-102.0,1.5,10.0,-102.0,1.5,10.0,0.0,0.0,0.0,-102.0,1.5,10.0,1.5,-161.0,-1.5,145.0,10.0,100.0,-114.0,-102.0,-106.0,-102.0,1.5,10.0
6fdb16634894ccbb822064533be12ae7,2021-04-04T17:11:00Z,2021-04-04T16:55:00Z,Detroit Tigers,Cleveland Indians,baseball_mlb,MLB,110.0,-130.0,110.0,-135.0,8.5,-110.0,-110.0,110.0,110.0,122.0,1.5,8.0,122.0,1.5,8.0,0.0,0.0,0.0,122.0,1.5,8.0,1.5,-133.0,-1.5,121.0,8.0,-114.0,101.0,122.0,-132.0,122.0,1.5,8.0
